,Kingdom,Phylum,Class,Order,Family,Genus
ASV7433,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
ASV7434,Bacteria,NA,NA,NA,NA,NA
ASV7435,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7436,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7438,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA
ASV7439,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
ASV7442,NA,NA,NA,NA,NA,NA
ASV7444,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA
ASV7446,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV7447,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV7448,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
ASV7450,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV7453,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group
ASV7455,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia
ASV7456,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7458,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV7459,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV7460,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7462,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV7463,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA
ASV7465,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,Balneola
ASV7466,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV7467,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV7468,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7469,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7470,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7471,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7473,NA,NA,NA,NA,NA,NA
ASV7474,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7475,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV7476,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7477,Bacteria,NA,NA,NA,NA,NA
ASV7478,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7480,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flagellimonas
ASV7481,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7482,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NA,NA
ASV7483,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV7484,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7485,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7486,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV7487,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7488,Bacteria,Margulisbacteria,NA,NA,NA,NA
ASV7489,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV7490,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7491,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV7492,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV7493,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV7494,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7495,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV7497,Bacteria,Proteobacteria,Deltaproteobacteria,Bacteriovoracales,Bacteriovoracaceae,NA
ASV7499,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis
ASV7500,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7501,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula
ASV7502,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
ASV7504,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7505,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7506,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7507,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA
ASV7508,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7509,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7510,NA,NA,NA,NA,NA,NA
ASV7511,NA,NA,NA,NA,NA,NA
ASV7512,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7513,Bacteria,Proteobacteria,Gammaproteobacteria,HgCo23,NA,NA
ASV7514,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7515,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
ASV7516,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV7517,Bacteria,NA,NA,NA,NA,NA
ASV7518,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV7519,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7520,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7521,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV7522,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
ASV7523,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7526,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV7527,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA
ASV7529,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7530,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halomicrobiaceae,NA
ASV7531,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV7532,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7533,Bacteria,NA,NA,NA,NA,NA
ASV7534,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7535,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
ASV7536,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7537,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7538,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,NA,NA
ASV7539,Bacteria,Margulisbacteria,NA,NA,NA,NA
ASV7540,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7541,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,NA
ASV7543,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,NA
ASV7544,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis
ASV7545,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7546,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV7547,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,NA
ASV7548,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicitreum
ASV7550,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7551,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7552,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7553,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7554,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV7555,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,XY-R5
ASV7556,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,NA
ASV7557,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA
ASV7558,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,NA,NA
ASV7559,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7560,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7561,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7562,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7563,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7565,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera
ASV7566,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV7567,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7568,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV7569,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7570,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7571,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7575,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
ASV7576,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV7577,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV7578,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA
ASV7579,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA
ASV7580,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas
ASV7581,Bacteria,Proteobacteria,Deltaproteobacteria,Bacteriovoracales,Bacteriovoracaceae,NA
ASV7582,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Bythopirellula
ASV7583,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7584,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV7586,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA
ASV7587,Bacteria,Planctomycetes,Pla3_lineage,NA,NA,NA
ASV7588,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV7589,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV7590,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV7591,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV7592,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
ASV7594,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV7596,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA
ASV7597,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7598,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7599,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV7604,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV7606,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7607,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,NA,NA
ASV7608,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,NA,NA
ASV7609,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7611,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV7612,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
ASV7613,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV7614,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7615,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7617,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
ASV7618,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,NA,NA
ASV7619,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Fangia
ASV7620,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV7621,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7622,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7623,Bacteria,NA,NA,NA,NA,NA
ASV7625,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7626,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas
ASV7627,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7628,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
ASV7629,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV7631,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7632,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV7636,Bacteria,Planctomycetes,Brocadiae,NA,NA,NA
ASV7637,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV7638,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,XY-R5
ASV7641,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella
ASV7642,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agaribacter
ASV7643,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7645,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA
ASV7646,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7647,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,NA
ASV7649,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV7651,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus_Endoecteinascidia
ASV7652,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7653,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7654,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7655,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7656,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7657,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella
ASV7658,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,NA
ASV7659,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera
ASV7660,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7661,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,NA,NA
ASV7662,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus
ASV7663,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV7664,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7665,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
ASV7666,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA
ASV7667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flagellimonas
ASV7669,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV7670,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7671,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV7672,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
ASV7673,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gilvibacter
ASV7674,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7675,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,NA
ASV7677,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7678,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV7679,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV7681,Bacteria,NA,NA,NA,NA,NA
ASV7682,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Maricurvus
ASV7683,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV7684,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7685,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7686,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV7687,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7688,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,NA
ASV7690,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA
ASV7691,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA
ASV7692,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV7693,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7694,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV7695,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
ASV7696,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7697,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga
ASV7698,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7699,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV7700,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA
ASV7701,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV7702,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Phormidesmiaceae,NA
ASV7704,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7705,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,NA,NA
ASV7706,Bacteria,Proteobacteria,Deltaproteobacteria,Bacteriovoracales,Bacteriovoracaceae,NA
ASV7707,Bacteria,Planctomycetes,Phycisphaerae,S-70,NA,NA
ASV7708,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV7709,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7710,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
ASV7711,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV7712,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV7713,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7714,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7715,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7716,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA
ASV7717,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7718,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7719,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7720,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7721,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas
ASV7723,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
ASV7724,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
ASV7725,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV7727,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,NA
ASV7728,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7729,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea
ASV7731,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA
ASV7732,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7733,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NA,NA
ASV7734,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Fangia
ASV7735,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV7737,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens
ASV7738,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV7740,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV7742,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas
ASV7743,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV7744,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Endonucleariobacter
ASV7745,Bacteria,NA,NA,NA,NA,NA
ASV7746,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV7747,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7749,NA,NA,NA,NA,NA,NA
ASV7750,Bacteria,Bacteroidetes,NA,NA,NA,NA
ASV7751,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV7752,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV7753,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7754,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV7755,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7756,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV7757,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV7758,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
ASV7759,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
ASV7760,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7761,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV7763,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV7764,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula
ASV7765,Bacteria,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter
ASV7766,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella
ASV7768,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis
ASV7769,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV7770,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7771,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV7772,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
ASV7774,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
ASV7775,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella
ASV7776,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7777,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV7778,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV7779,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV7780,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,NA
ASV7782,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia
ASV7783,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV7784,Bacteria,Proteobacteria,NA,NA,NA,NA
